date;Amazon Shopping;Android System;Calculator;Calendar;Camera;Chrome;Classroom;Clock;Discord;Drive;Files;Gmail;Google;Google News;Google Opinion Rewards;Google Play services;Google Play Store;Instagram;LinkedIn;Maps;Medium;Mi Tigo;Microsoft 365 (Office);Moto App Launcher;Nequi Colombia;Notion;Package installer;Photomath;Photos;Settings;SIATA;SimCity;Spotify;Stellarium;Symbolab;System UI;Tasks;Teams;Telegram;TikTok;Truecaller;Twitter;tyba;Upwork Talent;WhatsApp;YouTube;YouTube Music;Zoom;total_usage;Call of Duty;ChatGPT;Cívica;Clash of Clans;DiDi;HBO MAX;Rappi
2022-10-29;0.0;0.0;7.0;0.0;0.0;12.0;4.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;2.0;0.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;243.0;0.0;0.0;0.0;0.0;2.0;11.0;0.0;0.0;17.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;115.0;22.0;0.0;0.0;452.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-10-30;0.0;0.0;2.0;0.0;0.0;13.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;4.0;32.0;0.0;0.0;0.0;0.0;0.0;225.0;0.0;0.0;5.0;0.0;1.0;6.0;0.0;0.0;6.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;109.0;5.0;0.0;0.0;418.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-10-31;0.0;1.0;0.0;0.0;0.0;6.0;0.0;2.0;0.0;4.0;2.0;4.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;209.0;0.0;0.0;0.0;0.0;3.0;18.0;0.0;0.0;24.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;104.0;6.0;0.0;0.0;402.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-01;0.0;2.0;0.0;1.0;0.0;22.0;1.0;5.0;0.0;8.0;1.0;15.0;8.0;2.0;6.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;262.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138.0;9.0;0.0;0.0;495.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-02;0.0;0.0;3.0;1.0;1.0;46.0;1.0;4.0;0.0;18.0;4.0;9.0;7.0;2.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;369.0;0.0;0.0;0.0;0.0;11.0;7.0;0.0;0.0;2.0;0.0;27.0;0.0;9.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;164.0;5.0;0.0;0.0;697.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-03;0.0;0.0;2.0;0.0;0.0;20.0;1.0;4.0;0.0;0.0;0.0;6.0;4.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;10.0;0.0;262.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;52.0;1.0;1.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;130.0;8.0;0.0;0.0;514.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-04;0.0;2.0;2.0;0.0;1.0;16.0;0.0;4.0;0.0;1.0;0.0;1.0;1.0;8.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;179.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;34.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;102.0;5.0;0.0;0.0;366.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-05;0.0;0.0;1.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;3.0;7.0;2.0;1.0;2.0;4.0;30.0;0.0;0.0;0.0;2.0;0.0;307.0;0.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0;18.0;6.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;165.0;12.0;0.0;0.0;590.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-06;0.0;4.0;1.0;0.0;9.0;8.0;0.0;0.0;0.0;0.0;1.0;3.0;4.0;7.0;0.0;0.0;3.0;43.0;0.0;1.0;0.0;0.0;0.0;380.0;0.0;0.0;3.0;0.0;17.0;3.0;0.0;0.0;76.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;175.0;5.0;0.0;0.0;745.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-07;0.0;2.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;2.0;48.0;0.0;0.0;0.0;0.0;0.0;208.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120.0;15.0;0.0;0.0;445.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-08;0.0;0.0;13.0;0.0;0.0;18.0;3.0;7.0;0.0;13.0;0.0;2.0;1.0;12.0;0.0;0.0;1.0;37.0;0.0;0.0;0.0;4.0;0.0;348.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;29.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;168.0;4.0;0.0;0.0;670.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-09;0.0;1.0;1.0;0.0;0.0;34.0;0.0;3.0;0.0;8.0;0.0;4.0;5.0;5.0;3.0;0.0;6.0;38.0;0.0;2.0;0.0;2.0;0.0;361.0;0.0;0.0;1.0;0.0;5.0;1.0;1.0;0.0;48.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;182.0;6.0;0.0;0.0;723.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-10;0.0;0.0;4.0;0.0;0.0;17.0;0.0;8.0;0.0;1.0;0.0;1.0;6.0;2.0;0.0;5.0;2.0;45.0;0.0;1.0;0.0;0.0;0.0;286.0;0.0;0.0;0.0;0.0;4.0;3.0;5.0;0.0;28.0;0.0;2.0;6.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;158.0;2.0;0.0;0.0;590.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-11;0.0;1.0;0.0;0.0;0.0;31.0;1.0;1.0;0.0;8.0;1.0;4.0;0.0;2.0;0.0;0.0;0.0;32.0;0.0;0.0;0.0;1.0;0.0;237.0;0.0;0.0;0.0;0.0;6.0;3.0;0.0;0.0;17.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;148.0;1.0;0.0;0.0;500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-12;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;43.0;0.0;0.0;0.0;2.0;0.0;180.0;0.0;0.0;1.0;0.0;6.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;118.0;6.0;0.0;0.0;372.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-13;0.0;0.0;1.0;0.0;0.0;19.0;0.0;3.0;0.0;0.0;0.0;4.0;11.0;4.0;2.0;0.0;2.0;63.0;0.0;0.0;0.0;0.0;0.0;297.0;0.0;0.0;2.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;153.0;6.0;0.0;0.0;573.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-14;0.0;0.0;2.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;44.0;0.0;0.0;0.0;1.0;0.0;262.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;113.0;0.0;0.0;0.0;512.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-15;0.0;2.0;4.0;0.0;0.0;24.0;9.0;8.0;0.0;16.0;0.0;12.0;7.0;7.0;1.0;1.0;2.0;30.0;0.0;0.0;0.0;0.0;0.0;227.0;0.0;0.0;0.0;0.0;2.0;6.0;0.0;0.0;44.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.0;12.0;0.0;0.0;496.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-16;1.0;1.0;0.0;0.0;0.0;18.0;0.0;7.0;0.0;11.0;0.0;1.0;1.0;6.0;0.0;1.0;2.0;33.0;0.0;1.0;0.0;0.0;0.0;215.0;0.0;0.0;0.0;0.0;2.0;6.0;5.0;0.0;20.0;1.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.0;3.0;0.0;0.0;394.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-17;5.0;1.0;9.0;1.0;0.0;16.0;0.0;10.0;0.0;8.0;0.0;0.0;4.0;7.0;4.0;2.0;1.0;23.0;0.0;3.0;0.0;1.0;0.0;178.0;0.0;0.0;1.0;0.0;2.0;7.0;4.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;8.0;0.0;0.0;359.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-18;1.0;1.0;0.0;0.0;0.0;11.0;3.0;9.0;0.0;11.0;1.0;24.0;5.0;2.0;0.0;0.0;0.0;39.0;0.0;0.0;0.0;1.0;0.0;239.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;21.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;64.0;2.0;0.0;0.0;448.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-19;0.0;0.0;5.0;0.0;0.0;21.0;0.0;3.0;0.0;1.0;0.0;7.0;1.0;0.0;0.0;0.0;4.0;36.0;0.0;0.0;0.0;1.0;0.0;175.0;0.0;0.0;1.0;0.0;7.0;1.0;0.0;0.0;18.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.0;3.0;0.0;0.0;356.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-20;4.0;1.0;2.0;0.0;0.0;6.0;0.0;4.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;52.0;0.0;0.0;0.0;1.0;0.0;171.0;0.0;0.0;0.0;0.0;11.0;2.0;0.0;0.0;28.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;53.0;11.0;0.0;0.0;353.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-21;2.0;6.0;1.0;0.0;0.0;13.0;0.0;4.0;0.0;1.0;0.0;10.0;2.0;3.0;3.0;0.0;5.0;49.0;0.0;0.0;0.0;0.0;0.0;341.0;0.0;0.0;1.0;0.0;1.0;7.0;0.0;0.0;28.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;144.0;6.0;0.0;0.0;640.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-22;7.0;0.0;3.0;1.0;0.0;11.0;3.0;8.0;0.0;3.0;1.0;0.0;5.0;7.0;3.0;2.0;1.0;59.0;0.0;0.0;0.0;2.0;0.0;295.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.0;13.0;0.0;0.0;520.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-23;0.0;1.0;6.0;2.0;0.0;9.0;1.0;5.0;0.0;16.0;2.0;2.0;2.0;7.0;0.0;0.0;0.0;52.0;0.0;0.0;0.0;2.0;0.0;315.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;51.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;153.0;5.0;0.0;0.0;635.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-24;3.0;2.0;2.0;1.0;0.0;22.0;11.0;6.0;0.0;2.0;1.0;6.0;0.0;8.0;0.0;0.0;2.0;60.0;0.0;0.0;0.0;3.0;0.0;308.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;51.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;162.0;2.0;0.0;0.0;656.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-25;4.0;1.0;4.0;0.0;0.0;14.0;1.0;5.0;0.0;0.0;0.0;5.0;3.0;2.0;0.0;0.0;2.0;31.0;0.0;3.0;0.0;1.0;0.0;195.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;111.0;2.0;0.0;0.0;413.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-26;19.0;0.0;5.0;0.0;0.0;5.0;0.0;4.0;0.0;1.0;0.0;1.0;1.0;4.0;1.0;0.0;0.0;60.0;0.0;0.0;0.0;2.0;0.0;237.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;122.0;1.0;0.0;0.0;478.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-27;0.0;0.0;0.0;2.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;4.0;1.0;1.0;3.0;61.0;0.0;0.0;0.0;2.0;0.0;319.0;0.0;0.0;3.0;0.0;2.0;0.0;2.0;0.0;63.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;4.0;0.0;0.0;0.0;129.0;10.0;0.0;0.0;627.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-28;1.0;0.0;2.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;3.0;0.0;0.0;0.0;53.0;0.0;0.0;0.0;0.0;0.0;249.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;13.0;0.0;0.0;0.0;1.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;105.0;2.0;0.0;0.0;465.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-29;0.0;5.0;0.0;1.0;0.0;18.0;0.0;3.0;0.0;1.0;0.0;11.0;1.0;4.0;0.0;2.0;3.0;1.0;0.0;0.0;0.0;3.0;0.0;314.0;0.0;0.0;4.0;0.0;8.0;5.0;0.0;0.0;82.0;2.0;0.0;2.0;3.0;0.0;0.0;17.0;2.0;0.0;0.0;0.0;134.0;24.0;0.0;0.0;650.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-30;0.0;3.0;0.0;1.0;0.0;9.0;3.0;0.0;0.0;3.0;0.0;4.0;1.0;5.0;0.0;2.0;2.0;46.0;0.0;0.0;0.0;1.0;0.0;208.0;0.0;0.0;8.0;0.0;0.0;5.0;2.0;0.0;19.0;1.0;0.0;4.0;7.0;15.0;0.0;22.0;0.0;0.0;0.0;0.0;98.0;2.0;0.0;0.0;471.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-01;0.0;0.0;0.0;0.0;0.0;12.0;0.0;7.0;0.0;1.0;0.0;13.0;4.0;3.0;2.0;0.0;3.0;28.0;0.0;1.0;0.0;2.0;0.0;151.0;0.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0;36.0;0.0;0.0;1.0;3.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;92.0;7.0;0.0;0.0;397.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-02;0.0;1.0;1.0;4.0;0.0;7.0;0.0;3.0;0.0;1.0;0.0;2.0;5.0;3.0;0.0;0.0;0.0;47.0;0.0;0.0;0.0;1.0;0.0;181.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;25.0;0.0;0.0;3.0;0.0;10.0;0.0;6.0;3.0;0.0;0.0;0.0;69.0;8.0;0.0;0.0;381.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-03;0.0;0.0;0.0;0.0;0.0;11.0;0.0;2.0;0.0;1.0;0.0;2.0;5.0;3.0;0.0;1.0;1.0;65.0;4.0;1.0;0.0;2.0;0.0;319.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;14.0;1.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;0.0;0.0;0.0;123.0;0.0;0.0;0.0;591.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-04;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;0.0;1.0;33.0;0.0;0.0;0.0;2.0;0.0;161.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;45.0;0.0;0.0;0.0;0.0;88.0;0.0;0.0;0.0;348.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-05;0.0;3.0;0.0;1.0;1.0;17.0;0.0;3.0;0.0;1.0;1.0;9.0;11.0;0.0;0.0;0.0;1.0;30.0;1.0;0.0;0.0;0.0;0.0;247.0;0.0;0.0;1.0;0.0;3.0;10.0;0.0;0.0;34.0;0.0;0.0;1.0;3.0;7.0;0.0;19.0;0.0;0.0;0.0;0.0;147.0;2.0;0.0;0.0;553.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-06;0.0;0.0;1.0;0.0;0.0;6.0;0.0;5.0;0.0;0.0;0.0;2.0;6.0;0.0;1.0;0.0;1.0;21.0;0.0;0.0;0.0;5.0;0.0;291.0;0.0;0.0;0.0;0.0;2.0;11.0;0.0;0.0;52.0;0.0;0.0;0.0;1.0;0.0;0.0;42.0;0.0;0.0;0.0;0.0;176.0;1.0;0.0;0.0;624.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-07;0.0;2.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;1.0;17.0;0.0;0.0;0.0;1.0;0.0;172.0;0.0;0.0;0.0;0.0;1.0;13.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;2.0;0.0;16.0;7.0;0.0;0.0;0.0;97.0;1.0;0.0;0.0;355.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-08;0.0;1.0;2.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;26.0;4.0;35.0;0.0;0.0;0.0;1.0;0.0;260.0;0.0;0.0;2.0;0.0;1.0;6.0;0.0;0.0;36.0;0.0;0.0;0.0;4.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;107.0;2.0;0.0;0.0;528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-09;0.0;3.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;1.0;1.0;43.0;0.0;3.0;0.0;2.0;0.0;343.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;15.0;0.0;0.0;0.0;1.0;0.0;0.0;37.0;7.0;0.0;0.0;0.0;193.0;2.0;0.0;0.0;676.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-10;0.0;2.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;31.0;0.0;3.0;0.0;1.0;0.0;241.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;0.0;0.0;0.0;2.0;0.0;0.0;45.0;0.0;0.0;0.0;0.0;93.0;0.0;0.0;0.0;475.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-11;0.0;4.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;52.0;0.0;1.0;0.0;0.0;0.0;285.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;4.0;0.0;0.0;27.0;1.0;0.0;0.0;0.0;90.0;7.0;0.0;0.0;493.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-12;0.0;0.0;4.0;2.0;0.0;10.0;0.0;4.0;0.0;0.0;0.0;5.0;1.0;5.0;2.0;0.0;0.0;33.0;0.0;2.0;0.0;2.0;0.0;270.0;0.0;0.0;0.0;0.0;8.0;5.0;0.0;0.0;23.0;0.0;0.0;5.0;23.0;14.0;0.0;0.0;5.0;0.0;0.0;0.0;90.0;5.0;0.0;0.0;518.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-13;0.0;8.0;0.0;0.0;2.0;8.0;0.0;6.0;0.0;0.0;6.0;2.0;1.0;3.0;0.0;0.0;3.0;70.0;0.0;1.0;0.0;0.0;0.0;319.0;0.0;0.0;0.0;0.0;26.0;1.0;1.0;0.0;35.0;1.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120.0;2.0;0.0;0.0;626.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-14;0.0;0.0;0.0;0.0;0.0;3.0;0.0;6.0;0.0;2.0;0.0;0.0;5.0;1.0;0.0;0.0;1.0;37.0;0.0;1.0;0.0;2.0;0.0;228.0;0.0;0.0;0.0;0.0;5.0;1.0;4.0;0.0;10.0;0.0;0.0;5.0;1.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;105.0;0.0;0.0;0.0;435.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
