date;Calculator;Calendar;Call of Duty;Camera;ChatGPT;Chrome;Cívica;Clash of Clans;Classroom;Clock;DiDi;Drive;Files;Gmail;Google;Google Play Store;HBO MAX;Instagram;LinkedIn;Maps;Mi Tigo;Microsoft 365 (Office);Nequi Colombia;Notion;Photos;Rappi;Settings;Spotify;Tasks;Truecaller;Twitter;tyba;WhatsApp;YouTube;YouTube Music;total_usage
2023-08-03;6.0;2.0;0.0;0.0;0.0;23.0;0.0;0.0;0.0;6.0;0.0;0.0;6.0;15.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;5.0;2.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;94.0;19.0;10.0;200.0
2023-08-04;26.0;0.0;0.0;2.0;0.0;23.0;1.0;0.0;0.0;9.0;0.0;0.0;0.0;2.0;2.0;5.0;0.0;13.0;0.0;1.0;3.0;18.0;3.0;0.0;1.0;0.0;0.0;0.0;2.0;3.0;2.0;0.0;108.0;3.0;36.0;263.0
2023-08-05;3.0;0.0;0.0;3.0;0.0;17.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;3.0;11.0;51.0;0.0;0.0;0.0;9.0;2.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;117.0;14.0;26.0;269.0
2023-08-06;1.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;6.0;1.0;0.0;9.0;0.0;2.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;65.0;13.0;0.0;140.0
2023-08-07;1.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;2.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;76.0;18.0;24.0;148.0
2023-08-08;9.0;1.0;0.0;4.0;0.0;20.0;0.0;0.0;1.0;7.0;0.0;0.0;0.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;93.0;9.0;34.0;196.0
2023-08-09;6.0;1.0;0.0;0.0;0.0;26.0;3.0;0.0;1.0;6.0;0.0;0.0;0.0;5.0;3.0;0.0;3.0;0.0;1.0;2.0;3.0;3.0;5.0;2.0;1.0;0.0;5.0;0.0;1.0;2.0;2.0;0.0;102.0;7.0;27.0;217.0
2023-08-10;6.0;0.0;0.0;4.0;0.0;24.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;7.0;1.0;3.0;3.0;48.0;0.0;1.0;1.0;1.0;1.0;0.0;10.0;0.0;5.0;0.0;2.0;4.0;0.0;0.0;134.0;2.0;0.0;260.0
2023-08-11;6.0;0.0;0.0;11.0;0.0;7.0;3.0;0.0;0.0;5.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;59.0;0.0;0.0;2.0;1.0;4.0;0.0;10.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;77.0;5.0;56.0;256.0
2023-08-12;0.0;0.0;0.0;5.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;2.0;4.0;1.0;1.0;22.0;2.0;4.0;0.0;5.0;2.0;0.0;5.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;75.0;7.0;18.0;185.0
2023-08-13;20.0;1.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;1.0;0.0;0.0;9.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;2.0;0.0;2.0;1.0;0.0;0.0;96.0;11.0;4.0;176.0
2023-08-14;2.0;5.0;0.0;5.0;0.0;10.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;6.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.0;5.0;37.0;185.0
2023-08-15;3.0;0.0;0.0;5.0;0.0;23.0;1.0;0.0;4.0;4.0;0.0;2.0;1.0;15.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;2.0;0.0;7.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;153.0;7.0;40.0;283.0
2023-08-16;5.0;2.0;0.0;0.0;0.0;24.0;2.0;0.0;1.0;10.0;0.0;0.0;0.0;12.0;3.0;0.0;0.0;0.0;4.0;0.0;1.0;3.0;8.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;120.0;6.0;29.0;233.0
2023-08-17;0.0;2.0;0.0;2.0;0.0;20.0;0.0;0.0;1.0;5.0;0.0;0.0;0.0;11.0;4.0;1.0;0.0;0.0;1.0;0.0;0.0;13.0;1.0;0.0;5.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;145.0;11.0;37.0;264.0
2023-08-18;1.0;0.0;0.0;1.0;0.0;12.0;0.0;0.0;4.0;6.0;0.0;0.0;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;79.0;8.0;40.0;169.0
2023-08-19;10.0;0.0;0.0;5.0;0.0;25.0;5.0;0.0;0.0;5.0;0.0;2.0;0.0;2.0;1.0;1.0;1.0;22.0;0.0;1.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;126.0;7.0;33.0;251.0
2023-08-20;3.0;0.0;0.0;3.0;0.0;24.0;0.0;0.0;0.0;1.0;0.0;7.0;0.0;1.0;2.0;0.0;0.0;48.0;0.0;1.0;0.0;4.0;1.0;0.0;5.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;135.0;8.0;24.0;269.0
2023-08-21;0.0;0.0;0.0;1.0;0.0;18.0;1.0;0.0;1.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;14.0;2.0;0.0;1.0;0.0;2.0;0.0;2.0;1.0;0.0;0.0;127.0;25.0;0.0;203.0
2023-08-22;0.0;1.0;0.0;5.0;0.0;15.0;0.0;0.0;5.0;6.0;0.0;3.0;4.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;7.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;138.0;2.0;37.0;242.0
2023-08-23;6.0;2.0;0.0;0.0;0.0;22.0;0.0;0.0;1.0;6.0;0.0;0.0;0.0;7.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;0.0;2.0;0.0;1.0;0.0;2.0;7.0;0.0;0.0;113.0;3.0;47.0;226.0
2023-08-24;0.0;2.0;0.0;2.0;0.0;23.0;1.0;0.0;0.0;5.0;0.0;1.0;0.0;7.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;3.0;0.0;1.0;0.0;3.0;0.0;3.0;8.0;0.0;0.0;95.0;1.0;21.0;181.0
2023-08-25;2.0;0.0;0.0;3.0;0.0;33.0;0.0;0.0;2.0;7.0;0.0;1.0;2.0;9.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;7.0;0.0;2.0;4.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;147.0;21.0;10.0;261.0
2023-08-26;1.0;0.0;0.0;0.0;0.0;13.0;10.0;0.0;0.0;7.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;4.0;0.0;12.0;1.0;1.0;1.0;0.0;0.0;0.0;5.0;0.0;1.0;3.0;0.0;0.0;100.0;12.0;26.0;201.0
2023-08-27;2.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;17.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;133.0;2.0;7.0;184.0
2023-08-28;0.0;0.0;0.0;11.0;0.0;22.0;2.0;0.0;0.0;5.0;0.0;0.0;0.0;4.0;2.0;1.0;0.0;2.0;2.0;0.0;0.0;10.0;0.0;0.0;5.0;0.0;2.0;0.0;1.0;7.0;6.0;0.0;133.0;5.0;62.0;282.0
2023-08-29;4.0;1.0;0.0;4.0;0.0;28.0;0.0;0.0;3.0;5.0;0.0;1.0;1.0;10.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;5.0;1.0;0.0;2.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;131.0;13.0;35.0;252.0
2023-08-30;3.0;0.0;0.0;2.0;0.0;34.0;13.0;0.0;0.0;6.0;0.0;0.0;0.0;17.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;3.0;0.0;8.0;0.0;3.0;0.0;1.0;3.0;0.0;0.0;148.0;3.0;22.0;271.0
2023-08-31;9.0;2.0;0.0;0.0;0.0;47.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;3.0;1.0;0.0;0.0;8.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;3.0;1.0;0.0;0.0;121.0;8.0;31.0;246.0
2023-09-01;2.0;0.0;0.0;3.0;8.0;17.0;0.0;0.0;1.0;8.0;0.0;0.0;0.0;3.0;5.0;2.0;6.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;0.0;2.0;0.0;142.0;7.0;47.0;263.0
2023-09-02;2.0;1.0;0.0;1.0;6.0;39.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;2.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;171.0;4.0;1.0;243.0
2023-09-03;13.0;0.0;0.0;2.0;0.0;9.0;0.0;0.0;5.0;1.0;0.0;2.0;5.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;6.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;100.0;7.0;0.0;162.0
2023-09-04;2.0;0.0;0.0;3.0;2.0;47.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;15.0;3.0;0.0;1.0;0.0;0.0;2.0;5.0;0.0;1.0;0.0;5.0;0.0;2.0;0.0;2.0;4.0;0.0;0.0;118.0;1.0;0.0;218.0
2023-09-05;1.0;1.0;0.0;6.0;0.0;18.0;0.0;0.0;1.0;5.0;0.0;0.0;3.0;3.0;3.0;2.0;0.0;32.0;0.0;0.0;4.0;7.0;3.0;5.0;13.0;0.0;4.0;0.0;7.0;2.0;0.0;0.0;118.0;4.0;0.0;242.0
2023-09-06;4.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;12.0;10.0;0.0;2.0;1.0;2.0;3.0;0.0;1.0;15.0;0.0;0.0;5.0;5.0;1.0;0.0;3.0;0.0;7.0;0.0;3.0;1.0;2.0;0.0;99.0;1.0;0.0;190.0
2023-09-07;1.0;0.0;0.0;7.0;5.0;11.0;1.0;0.0;1.0;9.0;0.0;0.0;0.0;5.0;5.0;3.0;0.0;20.0;1.0;0.0;3.0;7.0;11.0;0.0;6.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;165.0;1.0;0.0;269.0
2023-09-08;3.0;0.0;0.0;4.0;4.0;20.0;0.0;0.0;0.0;7.0;0.0;0.0;1.0;4.0;2.0;13.0;0.0;41.0;0.0;3.0;0.0;1.0;7.0;0.0;9.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;123.0;5.0;0.0;249.0
2023-09-09;0.0;0.0;0.0;9.0;2.0;34.0;6.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;6.0;6.0;0.0;33.0;0.0;0.0;0.0;1.0;1.0;0.0;8.0;0.0;4.0;0.0;1.0;17.0;2.0;0.0;193.0;4.0;13.0;345.0
2023-09-10;2.0;0.0;0.0;7.0;2.0;2.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;32.0;0.0;0.0;0.0;0.0;7.0;0.0;5.0;0.0;2.0;0.0;3.0;0.0;2.0;0.0;129.0;1.0;16.0;219.0
2023-09-11;1.0;1.0;0.0;5.0;2.0;6.0;2.0;0.0;5.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;22.0;2.0;0.0;0.0;2.0;2.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;134.0;3.0;28.0;226.0
2023-09-12;0.0;0.0;0.0;10.0;0.0;7.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;0.0;2.0;25.0;0.0;2.0;0.0;4.0;5.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;134.0;3.0;68.0;277.0
2023-09-13;2.0;2.0;0.0;7.0;3.0;19.0;1.0;0.0;2.0;1.0;0.0;0.0;3.0;2.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;10.0;0.0;2.0;5.0;0.0;3.0;0.0;2.0;4.0;1.0;0.0;120.0;4.0;2.0;199.0
2023-09-14;0.0;1.0;0.0;14.0;2.0;5.0;0.0;0.0;0.0;5.0;0.0;6.0;0.0;3.0;2.0;4.0;3.0;40.0;0.0;16.0;2.0;0.0;12.0;2.0;14.0;0.0;4.0;0.0;0.0;4.0;0.0;0.0;122.0;6.0;57.0;324.0
2023-09-15;1.0;2.0;0.0;7.0;3.0;10.0;2.0;0.0;0.0;16.0;0.0;1.0;0.0;5.0;6.0;1.0;1.0;0.0;4.0;0.0;3.0;1.0;4.0;0.0;5.0;0.0;2.0;0.0;4.0;3.0;0.0;0.0;113.0;7.0;52.0;253.0
2023-09-16;1.0;0.0;0.0;5.0;2.0;22.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;8.0;4.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;167.0;29.0;42.0;299.0
2023-09-17;25.0;0.0;0.0;4.0;5.0;7.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;5.0;5.0;0.0;1.0;2.0;1.0;1.0;12.0;0.0;2.0;30.0;4.0;0.0;3.0;0.0;1.0;6.0;144.0;4.0;0.0;269.0
2023-09-18;0.0;0.0;0.0;10.0;0.0;6.0;0.0;0.0;0.0;8.0;0.0;5.0;0.0;4.0;4.0;0.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;2.0;8.0;0.0;11.0;0.0;5.0;1.0;0.0;2.0;106.0;7.0;40.0;229.0
2023-09-19;1.0;3.0;0.0;5.0;3.0;13.0;1.0;0.0;1.0;13.0;0.0;1.0;0.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;7.0;2.0;0.0;4.0;15.0;0.0;10.0;0.0;8.0;5.0;1.0;2.0;143.0;1.0;15.0;261.0
2023-09-20;1.0;0.0;7.0;2.0;1.0;11.0;0.0;0.0;1.0;9.0;0.0;1.0;0.0;11.0;2.0;10.0;0.0;0.0;1.0;2.0;4.0;0.0;5.0;0.0;4.0;0.0;1.0;0.0;2.0;2.0;0.0;2.0;141.0;6.0;48.0;274.0
2023-09-21;6.0;2.0;10.0;18.0;5.0;29.0;0.0;0.0;2.0;24.0;0.0;0.0;0.0;15.0;4.0;8.0;0.0;16.0;0.0;0.0;0.0;0.0;5.0;0.0;19.0;2.0;2.0;0.0;3.0;0.0;1.0;2.0;224.0;8.0;2.0;407.0
2023-09-22;0.0;0.0;3.0;0.0;1.0;7.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;42.0;0.0;0.0;0.0;0.0;5.0;0.0;10.0;0.0;1.0;4.0;1.0;8.0;0.0;1.0;116.0;2.0;2.0;214.0
2023-09-23;2.0;1.0;0.0;10.0;1.0;4.0;0.0;0.0;0.0;6.0;0.0;1.0;0.0;23.0;3.0;7.0;0.0;59.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;181.0;1.0;55.0;365.0
2023-09-24;1.0;0.0;7.0;3.0;5.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;22.0;0.0;3.0;0.0;50.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;148.0;0.0;0.0;256.0
2023-09-25;0.0;0.0;0.0;4.0;1.0;2.0;1.0;0.0;1.0;8.0;0.0;1.0;1.0;1.0;3.0;0.0;0.0;10.0;0.0;2.0;3.0;6.0;0.0;3.0;1.0;0.0;13.0;0.0;2.0;9.0;2.0;0.0;104.0;5.0;0.0;183.0
2023-09-26;11.0;4.0;4.0;24.0;0.0;10.0;0.0;0.0;0.0;7.0;0.0;0.0;2.0;7.0;0.0;2.0;0.0;4.0;0.0;0.0;1.0;10.0;1.0;3.0;15.0;0.0;5.0;0.0;3.0;0.0;0.0;4.0;105.0;7.0;0.0;229.0
2023-09-27;7.0;0.0;0.0;6.0;0.0;5.0;1.0;0.0;2.0;6.0;0.0;2.0;3.0;3.0;0.0;4.0;0.0;3.0;0.0;0.0;5.0;6.0;0.0;1.0;3.0;0.0;9.0;0.0;1.0;0.0;0.0;3.0;92.0;5.0;0.0;167.0
2023-09-28;3.0;0.0;0.0;14.0;3.0;14.0;0.0;0.0;1.0;6.0;0.0;10.0;1.0;2.0;1.0;0.0;0.0;22.0;0.0;0.0;1.0;9.0;0.0;0.0;22.0;1.0;9.0;0.0;0.0;0.0;2.0;2.0;204.0;13.0;0.0;340.0
2023-09-29;4.0;0.0;2.0;6.0;4.0;8.0;1.0;0.0;6.0;10.0;0.0;1.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;13.0;1.0;12.0;6.0;4.0;0.0;15.0;0.0;1.0;2.0;0.0;3.0;122.0;3.0;0.0;231.0
