date;Amazon Shopping;Calculator;Calendar;Chrome;Clock;com.activision.callofduty.shooter;Discord;Drive;Gmail;Google;Google News;Google Play Store;HBO MAX;Instagram;LinkedIn;Maps;Medium;Mi Tigo;Microsoft 365 (Office);Moto App Launcher;Nequi Colombia;Notion;Photomath;Photos;Settings;SimCity;Spotify;Symbolab;Tasks;Teams;Telegram;TikTok;Truecaller;Twitter;tyba;Upwork Talent;WhatsApp;YouTube;YouTube Music;Zoom
2022-12-04;0.0;0.0;0.0;5.78;0.0;0.0;0.0;0.0;0.12;0.28;0.08;0.03;0.0;49.33;0.0;0.0;0.0;1.65;0.0;8.35;0.0;0.0;0.0;3.87;1.23;0.0;0.0;0.0;0.48;0.0;0.0;140.37;0.0;0.0;0.0;0.0;55.8;0.0;0.0;0.0
2022-12-05;0.0;0.0;0.22;8.05;0.72;0.0;0.0;0.25;9.88;1.3;0.0;0.52;0.0;46.25;2.47;0.0;0.0;0.0;0.0;16.83;0.0;0.0;0.0;1.73;4.37;0.0;23.5;0.0;0.72;8.17;0.0;96.28;0.0;0.0;0.0;0.0;119.57;13.88;0.0;0.0
2022-12-06;0.0;0.12;0.0;9.37;0.72;0.0;0.0;0.0;0.93;2.42;0.0;0.38;0.0;28.25;0.0;0.0;0.0;3.75;0.0;23.77;0.0;0.0;0.0;1.45;3.17;0.0;46.97;0.0;0.15;0.0;0.0;130.18;0.0;0.0;0.0;0.0;131.95;0.58;0.0;0.0
2022-12-07;0.0;0.0;0.0;2.27;0.0;0.0;0.0;0.0;0.52;0.72;0.02;0.02;0.0;31.3;0.0;0.0;0.0;0.42;0.0;12.0;0.0;0.0;0.0;0.28;4.83;0.0;7.07;0.0;0.0;0.73;0.0;41.3;6.38;0.0;0.0;0.0;69.15;8.75;0.0;0.0
2022-12-08;0.0;0.22;0.0;8.05;0.0;0.0;0.0;0.0;0.0;0.18;0.0;5.62;0.0;50.53;0.0;0.0;0.0;0.53;0.0;15.32;0.0;0.0;0.0;0.3;3.27;0.0;17.25;0.0;0.77;0.0;0.0;90.48;0.0;0.0;0.0;0.0;52.38;3.0;0.0;0.0
2022-12-09;0.0;0.0;0.0;6.63;0.0;0.0;0.0;0.0;0.0;0.08;0.0;0.72;0.0;54.75;0.0;0.35;0.0;2.18;0.0;17.02;0.0;0.0;0.0;0.0;2.53;0.0;6.05;0.0;1.25;0.0;0.0;84.47;2.75;0.0;0.0;0.0;136.03;3.75;0.0;0.0
2022-12-10;0.0;0.0;0.0;5.47;0.0;0.0;0.0;0.0;0.0;2.83;0.0;0.0;0.0;82.4;0.0;0.68;0.0;0.72;0.0;14.13;0.0;0.0;0.0;0.0;0.0;0.0;36.87;0.0;1.48;0.0;0.0;309.48;0.0;0.0;0.0;0.0;34.93;0.0;0.0;0.0
2022-12-11;0.0;0.0;0.0;1.25;0.25;0.0;0.0;0.0;0.3;0.02;0.0;0.0;0.0;126.37;0.0;0.32;0.0;0.0;0.0;26.03;0.0;0.0;0.0;1.75;0.0;0.0;3.32;0.0;1.63;0.0;0.0;185.37;0.25;0.0;0.0;0.0;44.07;22.87;0.0;0.0
2022-12-12;0.0;1.48;0.35;4.77;0.8;0.0;0.0;0.0;1.08;0.03;10.42;0.0;0.0;52.13;0.0;1.05;0.0;1.05;0.0;19.38;0.0;0.0;0.0;1.52;1.23;0.0;11.33;0.0;6.32;13.88;0.0;0.0;0.87;0.0;0.0;0.0;50.57;11.27;0.0;0.0
2022-12-13;0.0;0.0;0.0;5.83;1.83;0.0;0.0;0.0;0.2;0.17;0.32;0.95;0.0;155.5;0.0;0.02;0.0;0.0;0.0;21.33;0.0;0.0;0.0;20.07;0.03;0.0;11.7;0.0;8.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.68;2.28;0.0;0.0
2022-12-14;0.0;0.0;0.0;2.5;1.18;0.0;0.0;1.03;0.0;0.75;1.07;0.03;0.0;58.43;0.0;0.02;0.0;0.37;0.0;12.53;0.0;0.0;0.0;3.43;0.08;0.0;3.33;0.0;0.4;8.87;0.0;0.0;0.0;0.0;0.0;0.0;37.87;0.0;0.0;0.0
2022-12-15;0.0;0.0;0.35;9.32;0.78;0.0;0.0;3.02;2.87;0.05;0.07;0.0;0.0;103.85;0.0;0.08;0.0;0.0;0.0;19.43;0.0;0.0;0.0;8.57;0.0;0.0;13.52;0.0;0.0;0.0;0.0;0.0;1.25;0.0;0.0;0.0;72.83;22.97;0.0;0.0
2022-12-16;0.0;0.0;0.0;31.1;0.0;0.0;0.0;1.15;0.0;1.32;0.0;5.92;0.0;125.98;0.0;3.87;0.0;0.35;0.0;15.98;0.0;0.0;0.0;8.8;0.02;0.0;16.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.9;40.83;0.0;0.0
2022-12-17;0.0;0.13;0.0;10.28;0.0;0.0;0.0;0.0;0.85;0.27;0.0;0.0;0.0;234.72;0.0;0.05;0.0;0.62;0.0;12.43;0.0;0.0;0.0;0.1;0.95;0.0;50.1;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.65;17.8;0.0;0.0
2022-12-18;0.0;0.0;0.0;22.37;0.0;0.0;0.0;0.12;0.87;7.83;0.0;16.08;0.73;79.27;0.0;0.0;0.0;0.0;0.0;15.58;0.0;0.0;0.0;0.82;0.2;0.0;10.42;0.0;0.0;0.0;37.5;0.0;4.02;0.0;0.0;0.0;49.27;22.35;0.0;0.0
2022-12-19;0.0;0.25;0.0;7.78;0.0;0.0;0.0;0.0;0.0;0.27;0.02;0.0;0.0;71.97;14.57;0.0;0.0;0.0;0.0;15.82;0.0;0.0;0.0;65.23;0.0;0.0;62.98;0.0;1.38;1.95;0.0;0.0;0.0;0.0;0.0;0.0;55.6;31.12;0.0;0.0
2022-12-20;0.0;0.0;0.0;6.38;0.0;0.0;6.38;0.0;0.0;0.35;0.05;3.08;0.0;87.22;0.03;0.0;0.0;0.82;0.0;18.27;0.0;0.0;0.0;2.28;0.0;0.0;22.75;0.0;0.0;0.0;0.0;0.0;0.0;6.9;0.0;0.0;59.77;47.92;0.0;0.0
2022-12-21;0.0;0.0;0.5;14.55;0.18;0.0;6.23;0.0;0.0;0.68;6.28;1.43;0.0;65.73;0.0;0.0;0.0;0.0;0.0;18.33;0.0;0.0;0.0;0.13;0.0;0.0;52.6;0.0;2.28;0.0;17.42;0.0;0.17;9.13;0.0;0.0;43.33;97.48;0.0;0.0
2022-12-22;0.0;0.12;0.0;13.4;0.0;0.0;1.83;0.0;0.5;0.23;0.22;0.85;0.0;156.72;1.73;0.0;5.08;0.0;0.0;12.77;0.0;0.0;0.0;0.85;0.6;0.0;29.18;0.0;1.4;0.0;1.67;0.0;0.0;24.57;0.0;0.0;40.45;13.88;0.0;0.0
2022-12-23;0.0;0.08;0.0;6.3;0.0;0.0;0.67;0.0;0.0;0.08;0.0;0.0;0.0;101.68;0.72;0.0;13.15;0.35;0.0;12.78;0.0;0.0;0.0;3.27;0.0;0.0;14.85;0.0;0.63;0.0;0.0;0.0;0.53;24.1;0.0;0.0;35.47;49.65;0.0;0.0
2022-12-24;0.0;0.0;0.0;3.5;0.0;0.0;3.27;0.0;0.0;1.15;0.27;0.4;0.0;85.7;3.88;0.32;0.32;2.7;0.0;26.67;0.0;0.0;0.0;2.03;2.98;0.0;15.42;0.0;0.5;0.0;0.95;0.0;0.0;7.38;0.0;0.0;62.22;48.0;0.0;0.0
2022-12-25;0.0;0.0;0.38;14.82;0.0;0.0;0.0;0.0;0.0;1.1;0.17;0.63;0.0;51.3;0.0;0.57;0.0;0.13;0.0;22.63;0.0;0.0;0.0;0.0;0.65;0.0;21.42;0.0;0.02;0.0;0.0;0.0;0.47;10.85;0.0;0.0;81.82;22.28;0.0;0.0
2022-12-26;0.0;0.0;0.0;26.27;0.0;0.0;5.18;0.0;0.22;0.13;0.12;0.48;0.0;89.42;12.85;0.77;1.72;0.0;0.0;16.53;0.0;0.0;0.0;0.08;0.07;0.0;74.83;0.0;0.0;0.0;0.97;0.0;0.0;42.97;0.0;0.0;80.53;49.18;0.0;0.0
2022-12-27;0.0;0.0;0.0;7.78;0.0;0.0;8.25;0.0;0.0;0.15;0.07;1.0;0.0;28.8;5.73;9.07;0.0;2.6;0.0;18.2;0.0;3.53;0.0;0.0;1.72;0.0;55.7;0.0;1.75;0.0;0.42;0.0;0.0;33.28;0.0;0.0;109.72;64.3;0.0;0.0
2022-12-28;0.0;0.0;0.0;13.02;0.0;0.0;7.47;0.0;0.0;1.07;0.18;0.88;0.0;39.1;2.32;23.43;0.85;0.52;0.0;36.57;0.0;3.18;0.0;1.15;2.92;0.0;10.87;0.0;0.0;0.0;2.55;0.0;0.0;21.87;0.0;0.0;128.38;40.55;0.0;0.0
2022-12-29;0.0;0.0;0.25;20.95;0.0;0.0;0.73;0.0;0.2;0.48;0.0;0.78;0.0;75.2;0.87;1.28;0.0;0.5;0.0;20.2;0.0;5.62;0.0;7.4;2.5;0.0;9.4;0.0;1.47;0.0;0.08;0.0;0.0;43.85;0.0;0.0;70.47;11.03;0.0;0.0
2022-12-30;0.0;0.0;0.0;37.12;0.0;0.0;7.72;0.0;0.0;0.3;0.02;0.0;0.0;173.77;3.25;9.6;0.65;1.92;0.0;17.2;0.0;6.27;0.0;0.0;0.2;0.0;36.13;0.0;0.33;0.0;0.0;0.0;0.0;77.03;0.0;0.0;40.2;35.17;0.0;0.0
2022-12-31;0.0;0.28;0.13;1.37;0.0;0.0;0.0;0.0;0.0;0.08;0.02;0.0;0.0;45.22;0.1;1.1;0.0;0.77;0.0;19.95;0.0;0.0;0.0;1.17;0.02;0.0;4.77;0.0;0.0;0.0;0.53;0.0;5.42;3.5;0.0;0.0;77.53;21.07;0.0;0.0
2023-01-01;0.0;0.88;0.0;4.55;0.02;0.0;4.68;0.0;0.0;0.6;0.15;0.0;0.0;94.58;0.0;7.93;0.0;0.0;0.0;18.73;0.0;6.9;0.0;2.17;0.02;0.0;81.93;0.0;0.0;0.0;0.48;0.0;1.18;10.5;0.0;0.0;131.02;185.28;0.0;0.0
2023-01-02;0.0;1.0;0.07;26.25;0.0;0.0;2.03;0.65;2.42;0.05;0.02;0.0;0.0;36.7;5.05;6.62;0.0;0.53;0.0;18.45;0.0;10.87;0.0;5.4;1.88;0.0;13.8;0.0;0.0;0.0;0.0;0.0;2.08;26.5;0.0;0.0;35.05;37.35;0.0;0.0
2023-01-03;0.0;0.0;0.0;2.65;0.0;0.0;0.47;0.0;0.0;0.57;0.0;0.0;0.0;31.28;0.77;0.0;25.65;0.0;0.0;10.35;0.0;3.8;0.0;4.38;0.4;0.0;1.43;0.0;0.0;0.0;0.0;0.0;2.1;31.53;0.0;0.0;22.65;38.18;0.0;0.0
2023-01-04;0.0;0.6;0.2;55.02;0.0;0.0;3.88;1.2;0.97;0.93;0.08;0.98;0.0;68.0;78.2;10.32;19.58;0.0;0.0;14.93;0.0;5.02;0.0;4.83;2.18;0.0;6.65;0.0;5.28;0.0;0.0;0.0;1.2;76.4;0.0;0.0;48.4;140.1;0.0;0.0
2023-01-05;0.0;0.45;0.98;27.4;0.55;0.0;22.43;7.93;2.87;0.15;0.03;1.97;0.0;118.03;68.17;1.22;25.12;1.1;0.0;13.17;0.0;7.02;0.0;13.62;0.13;0.0;34.85;0.0;2.1;0.0;1.43;0.0;0.0;44.37;0.0;0.0;23.63;80.07;0.0;0.0
2023-01-06;0.0;0.0;0.02;10.0;0.2;0.0;8.15;0.0;0.0;0.72;0.08;0.3;0.0;101.38;30.42;3.63;2.88;0.38;0.0;18.63;0.0;4.07;0.0;2.68;0.67;0.0;0.95;0.0;0.15;0.0;2.2;0.0;5.78;25.33;0.0;0.0;33.43;154.15;0.0;0.0
2023-01-07;0.0;1.2;0.0;24.93;0.0;0.0;2.5;1.05;0.0;3.28;0.27;0.13;0.0;21.12;5.92;7.62;3.45;1.83;0.0;26.23;0.0;2.4;0.0;0.83;26.37;0.0;0.0;0.0;0.43;0.0;0.0;0.0;1.28;9.07;0.0;0.0;93.38;12.37;0.0;0.0
